target_pair,attribute_pair,PES,p_value
"Indian, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, societal expectations+mathematics+engineering+proficiency",1.4142135381698608,0.0
"Indian, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",-1.4142136296517174,1.0
"Indian, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, individual personalities+freedom+lively+varied+individual achievement",-1.4142135381698606,1.0
"Indian, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, societal expectations+mathematics+engineering+proficiency",-1.4142135381698606,1.0
"Indian, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",-1.4142135663833215,1.0
"Indian, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, individual personalities+freedom+lively+varied+individual achievement",-1.4142135617009586,1.0
"Indian, European","societal expectations+mathematics+engineering+proficiency, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",-1.414213578279559,1.0
"Indian, European","societal expectations+mathematics+engineering+proficiency, individual personalities+freedom+lively+varied+individual achievement",-1.4142135381698604,1.0
"Indian, European","structured+respectful environment+discipline+attentiveness+collective spirit+cohesive, individual personalities+freedom+lively+varied+individual achievement",-0.424264048258944,0.9993518070520324
"African, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence",-1.4142135737794939,1.0
"African, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, societal expectations+mathematics+engineering+proficiency",1.4142135510449738,0.0
"African, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",1.414213553172263,0.0
"African, European","respect for authority+structured approach+attentively+detailed notes+diligence+academic rigor+strong work ethic+precision, individual personalities+freedom+lively+varied+individual achievement",1.4142135381698608,0.0
"African, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, societal expectations+mathematics+engineering+proficiency",1.4142135755055494,0.0
"African, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",1.4142135554314352,0.0
"African, European","interactive+open+independence+critical thinking+ownership+assertively+leadership+confidence, individual personalities+freedom+lively+varied+individual achievement",1.414213553740026,0.0
"African, European","societal expectations+mathematics+engineering+proficiency, structured+respectful environment+discipline+attentiveness+collective spirit+cohesive",0.9333745329666531,0.0
"African, European","societal expectations+mathematics+engineering+proficiency, individual personalities+freedom+lively+varied+individual achievement",0.1414194642814704,0.00443965028936704
"African, European","structured+respectful environment+discipline+attentiveness+collective spirit+cohesive, individual personalities+freedom+lively+varied+individual achievement",-0.48083238300088416,0.9999999384312541
MEAN_ALL,MEAN_ALL,-0.1273900741635828,0.5530616615445765
